title,belongs_to_collection,budget,genre1,genre2,genre3,genre4,genre5,runtime,director_name,num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,language,country,actor_2_facebook_likes,imdb_score,movie_facebook_likes
Batman Returns,"{'id': 120794, 'name': 'Batman Collection', 'poster_path': '/adQxUvQW8HXNsvMG5aj71pHh9T.jpg', 'backdrop_path': '/9SpZvXLZDGGtFqVDByGqSGI64Kw.jpg'}",80000000,Action,Fantasy,,,,126,Tim Burton,153,13000,390,Vincent Schiavelli,920,Michael Gough,215255,2899,Andrew Bryniarski,0,box office hit|dc comics|gotham|mayor|penguin,English,USA,811,7,0
Batman v Superman: Dawn of Justice,"{'id': 209131, 'name': 'Man of Steel Collection', 'poster_path': '/rNnIW6xSPeTiIUtsfEhFeIRiJVv.jpg', 'backdrop_path': '/csERw2A3XIsGegkzil6UGpyhqfw.jpg'}",250000000,Action,Adventure,Fantasy,,,151,Zack Snyder,673,0,2000,Lauren Cohan,15000,Henry Cavill,371639,24450,Alan D. Purwin,0,based on comic book|batman|sequel to a reboot|superhero|superman,English,USA,4000,6.9,197000
"Batman: The Dark Knight Returns, Part 2","{'id': 248534, 'name': 'Batman: The Dark Knight Returns Collection', 'poster_path': '/lvjiiFOKska8o4qGbOpdvYBsJQ0.jpg', 'backdrop_path': '/yCXuvuBUL2tFHXiSQkVSDWp1WIz.jpg'}",3500000,Action,Animation,,,,78,Jay Oliva,44,41,739,Mark Valley,2000,Michael Emerson,30434,5526,Grey Griffin,0,batman|joker|mutant|tattoo on breast|the joker,English,USA,774,8.4,5000
Bats,"{'id': 381396, 'name': 'Bats Collection', 'poster_path': None, 'backdrop_path': None}",0,Horror,Thriller,,,,91,Louis Morneau,97,38,91,Bob Gunton,730,Leon,8294,1405,Ned Bellamy,0,animal attack|bat|creature feature|experiment|mad scientist,English,USA,461,3.6,342
Battle for the Planet of the Apes,"{'id': 1709, 'name': 'Planet of the Apes Original Collection', 'poster_path': '/r7TBDEcpBAuFoqdtUz7z2nSeFej.jpg', 'backdrop_path': '/eYf3GRnuVCgeFQfEo0qK7ua5rCR.jpg'}",1700000,Action,Science Fiction,,,,93,J. Lee Thompson,62,88,196,Paul Williams,595,Roddy McDowall,22764,1432,Claude Akins,4,ape|general|gorilla|outer space|planet of the apes,English,USA,356,5.5,511
Battle of the Year,NA,20000000,Music,Drama,,,,110,Benson Lee,65,9,826,Caity Lotz,997,Chris Brown,7894,3177,Laz Alonso,19,3 dimensional|box office flop|critically bashed|dancing,English,USA,941,5,0
Battlefield Earth,NA,44000000,Action,Science Fiction,War,,,118,Roger Christian,174,64,41,Michael Byrne,743,Richard Tyson,65464,971,John Topor,0,alien|bad acting|pulp fiction|resistance fighter|voyager golden record,English,USA,117,2.4,0
Battleship,NA,209000000,Thriller,Action,Adventure,Science Fiction,,131,Peter Berg,377,532,627,Alexander Skarsgård,14000,Liam Neeson,202382,26679,Tadanobu Asano,0,box office flop|hawaii|naval|oahu hawaii|ship,English,USA,10000,5.9,44000
Be Cool,"{'id': 91698, 'name': 'Chili Palmer Collection', 'poster_path': '/ae3smJDdWrMJ77tDpYOrpo4frKq.jpg', 'backdrop_path': '/uWaANGQeoSs5vSP1CWtlkDrkqei.jpg'}",53000000,Comedy,Crime,,,,118,F. Gary Gray,161,473,680,Christina Milian,12000,Dwayne Johnson,59435,15889,Debi Mazar,4,concert|mobster|russian|sequel|widow,English,USA,1000,5.7,0
Beastly,NA,17000000,Drama,Fantasy,Romance,,,86,Daniel Barnz,148,33,583,Mary-Kate Olsen,15000,Alex Pettyfer,64190,17396,Erik Knudsen,1,love|maid|newscaster|student|tutor,English,USA,976,5.6,16000
Beastmaster 2: Through the Portal of Time,"{'id': 106000, 'name': 'Beastmaster Collection', 'poster_path': '/h2WbsEqvWpe3KvT2ArxS1ARSRDl.jpg', 'backdrop_path': '/AeXUmULuf1GFw2YyVbwpxTsTXH.jpg'}",6000000,Action,Adventure,Fantasy,Science Fiction,,107,Sylvio Tabet,17,0,284,Kari Wuhrer,721,Michael Berryman,2281,2000,Marc Singer,2,beast|beastmaster|psychotronic|sword and sorcery|warrior,English,USA,514,3.8,125
Beasts of the Southern Wild,NA,1800000,Drama,Fantasy,,,,93,Benh Zeitlin,663,188,168,Gina Montana,2000,Quvenzhané Wallis,70336,2658,Dwight Henry,0,auroch|community|hospital|illness|six year old,English,USA,458,7.3,31000
Beautiful Creatures,NA,60000000,Fantasy,Drama,Romance,,,124,Richard LaGravenese,231,98,592,Zoey Deutch,1000,Alden Ehrenreich,67796,3580,Pruitt Taylor Vince,7,dream|escape|magic|magic spell|small town,English,USA,852,6.2,14000
Beauty Shop,NA,25000000,Comedy,Romance,,,,105,Bille Woodruff,72,23,485,Keshia Knight Pulliam,1000,Alfre Woodard,13194,3535,LisaRaye McCoy,1,client|dentures|false teeth|reference to peter pan|single parent,English,USA,619,5.5,671
Beavis and Butt-Head Do America,NA,12000000,Animation,Comedy,,,,81,Mike Judge,63,406,616,Demi Moore,13000,Bruce Willis,42892,17035,John Doman,0,beavis and butt head|fbi|score|television|television set,English,USA,2000,6.8,0
Because I Said So,NA,0,Comedy,,,,,102,Michael Lehmann,110,36,433,Stephen Collins,747,Colin Ferguson,32412,1930,Tom Everett Scott,1,meddling|psychologist|sobbing female|subtitled scene|you can say that again joke,English,USA,452,5.6,0
Because of Winn-Dixie,NA,14000000,Comedy,Drama,Family,,,106,Wayne Wang,96,61,649,Luke Benward,907,Cicely Tyson,8427,3462,Eva Marie Saint,5,10 year old|dog|florida|girl|supermarket,English,USA,807,6.4,1000
Becoming Jane,NA,16500000,Drama,Romance,,,,120,Julian Jarrold,150,11,281,Julie Walters,11000,Anne Hathaway,46204,12554,Laurence Fox,1,country estate|jane austen|lady|love|writing,English,UK,838,7.1,0
Bedazzled,NA,48000000,Fantasy,Comedy,Romance,,,93,Harold Ramis,125,11000,484,Frances O'Connor,3000,Brendan Fraser,81888,5390,Brian Doyle-Murray,2,contract|devil|dream|soul|wish,English,USA,575,6,0
Bedtime Stories,NA,80000000,Fantasy,Comedy,Family,Romance,,99,Adam Shankman,144,163,495,Carmen Electra,11000,Adam Sandler,72326,12831,Kathryn Joosten,0,2000s|bedtime story|elephant|handyman|tween girl,English,USA,869,6.1,0
Bee Movie,NA,150000000,Family,Animation,Adventure,Comedy,,91,Steve Hickner,194,58,826,Oprah Winfrey,2000,Matthew Broderick,105902,6576,Rip Torn,0,bee|dream sequence|egg|scatological humor|squashed bug,English,USA,852,6.2,0
Beerfest,NA,17500000,Comedy,,,,,110,Jay Chandrasekhar,91,422,422,Owain Yeoman,33000,Chris Moss,54710,35345,Jay Chandrasekhar,2,beer|competition|germany|oktoberfest|prostitute,English,USA,459,6.3,0
Beetlejuice,NA,15000000,Fantasy,Comedy,,,,92,Tim Burton,109,13000,217,Jeffrey Jones,925,Catherine O'Hara,189413,1953,Glenn Shadix,3,attic|ghost|surrealism|teenage girl|yuppie,English,USA,692,7.5,15000
Before I Go to Sleep,NA,22000000,Mystery,Thriller,,,,92,Rowan Joffe,149,17,231,Ben Crompton,14000,Colin Firth,48873,14617,Anne-Marie Duff,1,amnesia|female nudity|infidelity|nudity|therapist,English,UK,257,6.3,11000
Before Midnight,"{'id': 123800, 'name': 'Before... Collection', 'poster_path': '/giaxAC74fht0LVQ4WKVoDzLM2Iy.jpg', 'backdrop_path': '/wtNugZq8ZzBYwPIh3VoNUJdkBWG.jpg'}",3000000,Romance,Drama,,,,108,Richard Linklater,405,0,48,Ariane Labed,140,Seamus Davey-Fitzpatrick,95362,328,Athina Rachel Tsangari,1,friend|greece|greek|hotel room|twin,English,USA,63,7.9,62000
Before Sunrise,"{'id': 123800, 'name': 'Before... Collection', 'poster_path': '/giaxAC74fht0LVQ4WKVoDzLM2Iy.jpg', 'backdrop_path': '/wtNugZq8ZzBYwPIh3VoNUJdkBWG.jpg'}",2500000,Drama,Romance,,,,105,Richard Linklater,121,0,4,Hans Weingartner,15,Hanno Pöschl,183288,36,Dominik Castell,1,american|conversations|kiss|love|train,English,USA,12,8.1,22000
Before Sunset,"{'id': 123800, 'name': 'Before... Collection', 'poster_path': '/giaxAC74fht0LVQ4WKVoDzLM2Iy.jpg', 'backdrop_path': '/wtNugZq8ZzBYwPIh3VoNUJdkBWG.jpg'}",2700000,Drama,Romance,,,,80,Richard Linklater,211,0,3,Albert Delpy,50,Vernon Dobtcheff,168398,65,Marie Pillet,0,book|bookstore|love|simultaneity|train,English,USA,8,8,13000
Begin Again,NA,8000000,Comedy,Music,Romance,Drama,,104,John Carney,283,109,7,Karen Pittman,480,James Corden,99430,517,Mary Catherine Garrison,1,manhattan new york city|new york city|record label|singer|song,English,USA,12,7.4,43000
Beginners,NA,3200000,Drama,Romance,Comedy,,,105,Mike Mills,261,101,157,Lou Taylor Pucci,1000,Goran Visnjic,73349,2016,Mary Page Keller,4,actress|cancer|death|french|gay relationship,English,USA,394,7.2,15000
Behind Enemy Lines,"{'id': 98513, 'name': 'Behind Enemy Lines Collection', 'poster_path': '/baDDWPQgZyBKiDNeipLJ9LEZ5BX.jpg', 'backdrop_path': '/5sMWk8wutGCFAM7MAFPQJyc0ny0.jpg'}",40000000,Action,Drama,Thriller,War,,106,John Moore,131,212,389,David Keith,578,Joaquim de Almeida,86902,2544,Sam Jaeger,2,battle|massacre|navigator|navy|rescue,English,USA,563,6.4,0
Being John Malkovich,NA,13000000,Fantasy,Drama,Comedy,,,112,Spike Jonze,242,0,213,Orson Bean,512,Willie Garson,254404,1171,Mary Kay Place,2,body swap|magical realism|portal|puppeteer|surrealism,English,USA,216,7.8,0
Beloved,NA,8978040,Drama,Romance,,,,139,Jonathan Demme,78,438,466,Kimberly Elise,852,Oprah Winfrey,6082,2397,Hill Harper,1,farm|freedom|ohio|slavery|spirit,English,USA,637,5.9,853
Ben-Hur,NA,100000000,Adventure,Drama,Action,,,125,Timur Bekmambetov,1,335,635,Ayelet Zurer,11000,Morgan Freeman,57,13379,Moises Arias,2,NA,English,USA,745,6.1,0
Ben-Hur,NA,100000000,Adventure,Drama,Action,,,125,Timur Bekmambetov,1,335,635,Ayelet Zurer,11000,Morgan Freeman,62,13390,Moises Arias,2,chariot race|epic|false accusation|jerusalem|slave,English,USA,744,6.1,0
Ben-Hur,NA,100000000,Adventure,Drama,Action,,,125,Timur Bekmambetov,1,335,635,Ayelet Zurer,11000,Morgan Freeman,67,13391,Moises Arias,2,chariot race|epic|false accusation|jerusalem|slave,English,USA,744,6,0
Ben-Hur,NA,15000000,Action,Adventure,Drama,History,,212,Timur Bekmambetov,1,335,635,Ayelet Zurer,11000,Morgan Freeman,57,13379,Moises Arias,2,NA,English,USA,745,6.1,0
Ben-Hur,NA,15000000,Action,Adventure,Drama,History,,212,Timur Bekmambetov,1,335,635,Ayelet Zurer,11000,Morgan Freeman,62,13390,Moises Arias,2,chariot race|epic|false accusation|jerusalem|slave,English,USA,744,6.1,0
Ben-Hur,NA,15000000,Action,Adventure,Drama,History,,212,Timur Bekmambetov,1,335,635,Ayelet Zurer,11000,Morgan Freeman,67,13391,Moises Arias,2,chariot race|epic|false accusation|jerusalem|slave,English,USA,744,6,0
Bend It Like Beckham,NA,3500159,Comedy,Drama,Romance,,,112,Gurinder Chadha,161,98,397,Parminder Nagra,883,Archie Panjabi,89806,2201,Anupam Kher,0,hinduism|marriage engagement|soccer|team|tradition,English,UK,528,6.7,0
Beneath Hill 60,NA,7347125,Drama,History,War,,,122,Jeremy Sims,17,8,59,Gyton Grantley,174,Harrison Gilbertson,5741,498,Steve Le Marquand,12,blue clay|diversion|ends with biographical notes|ends with historical notes|tunnel,English,Australia,109,7.1,0
Beneath the Planet of the Apes,"{'id': 1709, 'name': 'Planet of the Apes Original Collection', 'poster_path': '/r7TBDEcpBAuFoqdtUz7z2nSeFej.jpg', 'backdrop_path': '/eYf3GRnuVCgeFQfEo0qK7ua5rCR.jpg'}",3000000,Adventure,Science Fiction,Mystery,,,95,Ted Post,78,57,158,Gregory Sierra,220,Linda Harrison,32378,1186,Victor Buono,0,ape|astronaut|mission|planet|rescue,English,USA,162,6.1,0
Beowulf,NA,70000000,Adventure,Action,Animation,,,115,Robert Zemeckis,287,0,964,Anthony Hopkins,18000,Robin Wright,142440,31523,Sebastian Roché,1,creature|demon|king|reward|warrior,English,USA,12000,6.3,3000
Beowulf,NA,20000000,Action,Science Fiction,Thriller,Adventure,Horror,95,Robert Zemeckis,287,0,964,Anthony Hopkins,18000,Robin Wright,142440,31523,Sebastian Roché,1,creature|demon|king|reward|warrior,English,USA,12000,6.3,3000
Bernie,NA,5000000,Comedy,Crime,Drama,,,100,Richard Linklater,231,0,84,Brandon Smith,11000,Matthew McConaughey,45396,11328,Rick Dial,1,funeral|stockbroker|texas|vacation|widow,English,USA,106,6.8,15000
Beverly Hills Chihuahua,"{'id': 87256, 'name': 'Beverly Hills Chihuahua Collection', 'poster_path': '/v7ofpZSklN0m2ecuHUWeO8S6ZUb.jpg', 'backdrop_path': '/jOIk7nAwq7rKLFz8h25soLVSSFf.jpg'}",20000000,Adventure,Comedy,Family,,,91,Raja Gosnell,100,67,597,Nick Zano,2000,Jamie Lee Curtis,17829,4729,Ali Hillis,1,chihuahua|german shepherd|mexico|potted plant|tijuana mexico,English,USA,641,3.7,0
Beverly Hills Cop,"{'id': 85861, 'name': 'Beverly Hills Cop Collection', 'poster_path': '/fjKbHh7GpTARbiLj0RF7zc5iD0G.jpg', 'backdrop_path': '/lhZQuT76B9YcxZIudXZMhhWCKcl.jpg'}",15000000,Action,Comedy,Crime,,,105,Martin Brest,94,102,383,Ronny Cox,901,Judge Reinhold,126464,3464,James Russo,1,drug dealer|drugs|murder|police brutality|police shootout,English,USA,605,7.3,0
Beverly Hills Cop II,"{'id': 85861, 'name': 'Beverly Hills Cop Collection', 'poster_path': '/fjKbHh7GpTARbiLj0RF7zc5iD0G.jpg', 'backdrop_path': '/lhZQuT76B9YcxZIudXZMhhWCKcl.jpg'}",20000000,Action,Comedy,Crime,,,100,Tony Scott,50,12000,605,Judge Reinhold,936,Dean Stockwell,84824,4121,Ronny Cox,1,detective|police|police chief|robbery|tall woman,English,USA,901,6.4,0
Beverly Hills Cop III,"{'id': 85861, 'name': 'Beverly Hills Cop Collection', 'poster_path': '/fjKbHh7GpTARbiLj0RF7zc5iD0G.jpg', 'backdrop_path': '/lhZQuT76B9YcxZIudXZMhhWCKcl.jpg'}",50000000,Action,Comedy,Crime,,,104,John Landis,36,644,174,Jon Tenney,437,Louis Lombardi,60293,1093,Gilbert R. Hill,1,california|counterfeit|counterfeit money|money|theme park,English,USA,289,5.5,669
Bewitched,NA,85000000,Comedy,Fantasy,Romance,,,102,NA,31,NA,474,Agnes Moorehead,1000,Elizabeth Montgomery,11427,2614,Dick York,1,connecticut|magic|marriage|witch|witchcraft,English,USA,960,7.6,0
Beyond Borders,NA,35000000,Drama,Romance,Adventure,War,,127,Martin Campbell,54,258,617,Teri Polo,11000,Angelina Jolie Pitt,22570,12947,Noah Emmerich,2,africa|american|border|doctor|well,English,USA,708,6.5,0
Beyond the Black Rainbow,NA,1100000,Fantasy,Science Fiction,Horror,,,110,Panos Cosmatos,97,22,48,Marilyn Norry,434,Chris Gauthier,6555,645,Eva Bourne,1,exploitation|four word title|hallucinogen|lynchian|telepathy,English,Canada,95,6.1,0
Beyond the Lights,NA,7000000,Romance,Drama,,,,116,Gina Prince-Bythewood,71,107,658,Nate Parker,893,Minnie Driver,11191,3110,Darryl Stephens,1,domestic abuse|public humiliation|sex symbol|singer|suicide attempt,English,USA,664,6.9,0
Beyond the Mat,NA,2053648,Documentary,,,,,102,Barry W. Blaustein,70,6,43,Vince McMahon,54,Terry Funk,6790,194,Mick Foley,3,championship|drugs|three word title|wrestler|wrestling,English,USA,44,7.6,491
Beyond the Sea,NA,23000000,Drama,Music,,,,118,Kevin Spacey,113,18000,286,Bob Hoskins,18000,Kevin Spacey,12821,23689,Brenda Blethyn,1,bobby darin|career|love|marriage|sandra dee,English,USA,5000,6.7,0
Beyond the Valley of the Dolls,NA,2090000,Comedy,Drama,Thriller,,,109,Russ Meyer,101,199,44,Cynthia Myers,503,Charles Napier,7584,731,Harrison Page,8,band|drugs|friendship|hollywood|satire,English,USA,46,6.2,0
Bicentennial Man,NA,100000000,Comedy,Science Fiction,,,,131,Chris Columbus,93,0,957,Oliver Platt,49000,Robin Williams,87785,55254,John Michael Higgins,0,23rd century|android|artificial intelligence|dual role|robot,English,USA,1000,6.8,0
Big,NA,18000000,Fantasy,Drama,Comedy,Romance,Family,104,Penny Marshall,99,545,697,Jon Lovitz,15000,Tom Hanks,153468,28018,John Heard,1,friend|job|new york city|toy|wish,English,USA,11000,7.3,0
Big Daddy,NA,34200000,Comedy,Drama,,,,93,Dennis Dugan,112,221,781,Adam Sandler,12000,Steve Buscemi,161858,26760,Joey Lauren Adams,0,homosexual|law|law school|responsibility|vomiting,English,USA,11000,6.4,0
Big Eyes,NA,10000000,Drama,,,,,105,Tim Burton,325,13000,309,Danny Huston,11000,Christoph Waltz,55539,12418,Jon Polito,3,1950s|abusive husband|artist|painting|secret,English,USA,430,7,20000
Big Fat Liar,NA,15000000,Comedy,Family,,,,88,Shawn Levy,69,189,799,Donald Faison,934,Frankie Muniz,29008,3707,Lee Majors,1,brunette|film producer|liar|prank|stunt,English,USA,927,5.4,896
Big Fat Liar,NA,15000000,Comedy,Family,,,,88,Shawn Levy,69,189,799,Donald Faison,934,Frankie Muniz,29008,3707,Lee Majors,1,brunette|film producer|liar|prank|stunt,English,USA,927,5.4,896
Big Fish,NA,70000000,Adventure,Fantasy,Drama,,,125,Tim Burton,235,13000,883,Alison Lohman,12000,Steve Buscemi,350698,16138,Albert Finney,0,dog saved from a fire|flashback|growing up|multiple narrators|traveling salesman,English,USA,1000,8,26000
Big Hero 6,NA,165000000,Adventure,Family,Animation,Action,Comedy,102,Don Hall,384,38,562,Daniel Henney,756,Damon Wayans Jr.,279093,2963,Abraham Benrubi,0,high tech|martial arts|masked man|robot|superhero,English,USA,719,7.9,41000
Big Miracle,NA,40000000,Adventure,Drama,Romance,,,107,Ken Kwapis,125,42,171,Tim Blake Nelson,875,Ted Danson,15231,1702,Andrew Daly,3,arctic circle|reporter|small town|volunteer|whale,English,USA,596,6.5,0
Big Momma's House,"{'id': 44979, 'name': ""Big Momma's House Collection"", 'poster_path': '/nudrKU6mwJOMtZIIyr2fKO1NcDt.jpg', 'backdrop_path': '/G6JKl9hOeErWUw6fO7PAfBOzAn.jpg'}",30000000,Crime,Comedy,,,,98,Raja Gosnell,100,67,330,Cedric the Entertainer,826,Nia Long,66941,1790,Tichina Arnold,1,disguise|fbi|female impersonation|gender disguise|obesity,English,USA,436,5.1,1000
Big Momma's House 2,"{'id': 44979, 'name': ""Big Momma's House Collection"", 'poster_path': '/nudrKU6mwJOMtZIIyr2fKO1NcDt.jpg', 'backdrop_path': '/G6JKl9hOeErWUw6fO7PAfBOzAn.jpg'}",40000000,Comedy,Crime,,,,99,John Whitesell,65,14,633,Nia Long,17000,Chloë Grace Moretz,31968,19334,Marisol Nichols,0,cheerleading|fbi|fbi agent|nanny|undercover,English,USA,826,4.6,663
"Big Mommas: Like Father, Like Son","{'id': 44979, 'name': ""Big Momma's House Collection"", 'poster_path': '/nudrKU6mwJOMtZIIyr2fKO1NcDt.jpg', 'backdrop_path': '/G6JKl9hOeErWUw6fO7PAfBOzAn.jpg'}",32000000,Crime,Comedy,Action,,,107,John Whitesell,88,14,534,Tony Curran,918,Brandon T. Jackson,19671,3500,Portia Doubleday,2,fbi agent|murder|performing arts school|scene during end credits|undercover,English,USA,845,4.4,0
Big Trouble,NA,40000000,Action,Comedy,Thriller,,,85,Barry Sonnenfeld,87,188,865,Janeane Garofalo,11000,Zooey Deschanel,17307,13917,Omar Epps,2,airport|fbi agent|person in a car trunk|suitcase|suitcase bomb,English,USA,1000,6.5,892
Big Trouble in Little China,NA,25000000,Action,Adventure,Comedy,Fantasy,,99,John Carpenter,180,0,52,Kate Burton,400,Victor Wong,92464,896,Peter Kwong,1,1980s|airport|cb radio|truck|truck driver,English,USA,223,7.3,19000
Bill & Ted's Excellent Adventure,"{'id': 91746, 'name': ""Bill & Ted's Most Excellent Collection"", 'poster_path': '/e8ytcWY0r32q3RdNJDnv5KRh9hC.jpg', 'backdrop_path': '/m7KWyG7VwXoPbwr3DgeDqed8qU0.jpg'}",10000000,Adventure,Comedy,Science Fiction,,,90,Stephen Herek,81,65,730,George Carlin,18000,Keanu Reeves,85362,20795,Al Leong,6,failing student|high school|payphone|teenager|telephone booth,English,USA,769,6.9,0
Billy Elliot,NA,5000000,Drama,Comedy,Music,,,110,Stephen Daldry,151,335,34,Gary Lewis,838,Julie Walters,98354,1122,Jamie Draven,0,audition|ballet|boxing|miner|miners strike,English,UK,203,7.7,0
Birth,NA,20000000,Drama,Mystery,Thriller,,,100,Jonathan Glazer,167,143,430,Anne Heche,829,Cameron Bright,29649,2295,Danny Huston,1,birthday|boy|dead husband|death|widow,English,USA,681,6.1,0
Birthday Girl,NA,13000000,Comedy,Crime,Thriller,,,93,Jez Butterworth,111,16,258,Mathieu Kassovitz,567,Mark Gatiss,21530,1775,Ben Chaplin,1,bank|bank clerk|birthday|mail order bride|russian,English,UK,326,6.1,618
Biutiful,NA,0,Drama,,,,,148,Alejandro G. Iñárritu,288,0,7,Hanaa Bouchaib,30,Maricel Álvarez,68885,50,Eduard Fernández,0,children|chinese|illegal immigrant|immigrant|male ponytail,Spanish,Mexico,9,7.5,29000
Black Book,NA,21000000,Drama,Thriller,War,,,145,Paul Verhoeven,231,719,104,Sebastian Koch,2000,Michiel Huisman,59507,2590,Christian Berkel,1,boat|escape|hiding|nazi|resistance,Dutch,Netherlands,380,7.8,0
Black Christmas,NA,9000000,Horror,Thriller,,,,84,Glen Morgan,186,17,179,Crystal Lowe,607,Oliver Hudson,19918,1611,Andrea Martin,0,attic|christmas|house|incest|sorority,English,USA,318,4.5,0
Black Hawk Down,NA,92000000,Action,History,War,,,144,Ridley Scott,200,0,557,Sam Shepard,2000,Ioan Gruffudd,292022,4270,Ewen Bremner,0,army|helicopter|somali|somalia|warlord,English,USA,820,7.7,10000
Black Mass,NA,53000000,Crime,Drama,,,,122,Scott Cooper,391,108,3000,Benedict Cumberbatch,40000,Johnny Depp,115216,63769,Adam Scott,7,based on true story|boston massachusetts|fbi agent|gangster|true crime,English,USA,19000,7,44000
Black Nativity,NA,17500000,Drama,Music,,,,93,Kasi Lemmons,40,148,170,Mary J. Blige,549,Jennifer Hudson,1633,1373,Vondie Curtis-Hall,5,based on stage musical|based on the bible|christmas|color in title|nativity,English,USA,269,4.4,0
Black November,NA,12500000,Drama,Action,Crime,,,95,Jeta Amata,6,20,36,Nathin Butler,262,Akon,385,409,Razaaq Adoti,3,color in title|number in title|two word title,English,Nigeria,65,5.6,389
Black or White,NA,9000000,Drama,,,,,121,Mike Binder,91,57,664,Gillian Jacobs,1000,Jennifer Ehle,8058,3745,Jillian Estell,2,color in title,English,USA,837,6.6,0
Black Rain,NA,30000000,Action,Thriller,Crime,,,125,Ridley Scott,63,0,237,Ken Takakura,939,Stephen Root,39306,1748,Kate Capshaw,2,counterfeit|detective|japan|police chase|yakuza,English,USA,255,6.6,0
Black Snake Moan,NA,15000000,Drama,,,,,116,Craig Brewer,197,153,539,Michael Raymond-James,3000,Justin Timberlake,52421,5012,S. Epatha Merkerson,0,breasts|nipples visible through clothing|nudity|rear entry sex|white panties,English,USA,788,7,0
