title,belongs_to_collection,budget,genre1,genre2,genre3,genre4,genre5,popularity,production_companies_1,production_companies_2,month,day,year,release_date,revenue,runtime,director_name,num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,language,country,actor_2_facebook_likes,imdb_score,movie_facebook_likes
Arthur and the Invisibles,"{'id': 85817, 'name': 'Arthur and the Invisibles Collection', 'poster_path': '/lpKNbnUpP0h0cnVwC1LaE9YJB3U.jpg', 'backdrop_path': '/e8Q363orc1wi02TSSoDDlil2qXh.jpg'}",86000000,Adventure,Fantasy,Animation,Family,,11.621534,Canal Plus,Sofica Europacorp,12,13,2006,12/13/2006,107944236,94,Luc Besson,101,0,14,Adam LeFevre,563,Mia Farrow,25843,683,Penny Balfour,0,boy|debt|garden|princess|treasure,English,France,80,6,941
"As Above, So Below",NA,5000000,Horror,Thriller,,,,10.846585,Universal Pictures,Legendary Pictures,8,14,2014,8/14/2014,40100000,93,John Erick Dowdle,196,66,161,Edwin Hodge,1000,Ben Feldman,49948,1410,Perdita Weeks,0,archeologist|catacomb|found footage|paris france|philosopher's stone,English,United States,200,6.1,14000
As Good as It Gets,NA,50000000,Comedy,Romance,,,,9.374049,Gracie Films,TriStar Pictures,12,19,1997,12/19/1997,314178011,139,James L. Brooks,156,274,285,Yeardley Smith,625,Lupe Ontiveros,224671,1474,Shirley Knight,0,dog|friendship|neighbor|unlikely friendship|writer,English,United States,440,7.7,11000
Ask Me Anything,NA,950000,Drama,Mystery,Thriller,,,4.977232,Decipher Entertainment,Presque Isle Films,4,19,2014,4/19/2014,0,100,Allison Burnett,8,12,354,Gia Mantegna,529,Kimberly Williams-Paisley,7870,2468,Cathryn de Prume,1,bare breasts|female protagonist,English,United States,413,6,884
Assassins,NA,50000000,Action,Adventure,Crime,Thriller,,11.065939,Silver Pictures,Canal+,10,6,1995,10/6/1995,30303072,132,Richard Donner,61,503,282,Sylvester Stallone,45000,Muse Watson,62981,58528,Kelly Rowan,0,assassin|floppy disk|modem|rival|russian,English,France,13000,6.3,0
Assault on Precinct 13,NA,150000,Action,Crime,,,,11.881808,Overseas FilmGroup,The CKK Corporation,11,5,1976,11/5/1976,0,91,Jean-François Richet,152,25,431,Drea de Matteo,954,Brian Dennehy,65979,3148,Hugh Dillon,1,criminal|mobster|new year's eve|police|sergeant,English,United States,739,6.3,999
Assault on Precinct 13,NA,30000000,Thriller,,,,,11.552956,Rogue Pictures,Why Not Productions,1,19,2005,1/19/2005,35294470,109,Jean-François Richet,152,25,431,Drea de Matteo,954,Brian Dennehy,65979,3148,Hugh Dillon,1,criminal|mobster|new year's eve|police|sergeant,English,United States,739,6.3,999
Asterix at the Olympic Games,"{'id': 2396, 'name': 'Asterix and Obelix Collection', 'poster_path': '/f6C6tDEU3aJndJokSLvYLuwVt0k.jpg', 'backdrop_path': '/vm0i4KIscrTiUsri21z1SOIG4fo.jpg'}",97250400,Fantasy,Adventure,Comedy,Family,,9.671944,Constantin Film,TF1 Films Productions,1,13,2008,1/13/2008,132900000,116,Frédéric Forestier,33,0,141,Santiago Segura,936,Alain Delon,20567,1609,Vanessa Hessler,1,1st century b.c.|lightsaber|local blockbuster|magical potion|potion,French,France,276,5.1,291
Astro Boy,NA,65000000,Animation,Action,Family,Science Fiction,,13.293466,The Weinstein Company,Summit Entertainment,10,15,2009,10/15/2009,44091067,94,David Bowers,138,42,668,Charlize Theron,12000,Nicolas Cage,25681,23365,Dee Bradley Baker,1,betrayal|futuristic|gladiator|robot|scientist,English,Hong Kong,9000,6.3,0
ATL,NA,20000000,Drama,,,,,2.582818,Warner Bros.,,3,31,2006,3/31/2006,21170563,105,Chris Robinson,54,49,104,Adam Boyer,680,T.I.,8522,1538,Malika,0,high school|rollerskating rink|spelman college|twin|voice over narration,English,United States,503,6,874
Atlantis: The Lost Empire,"{'id': 100965, 'name': 'Atlantis Collection', 'poster_path': '/l9wffaf3zMw2fOYDnMrU479IeBv.jpg', 'backdrop_path': '/vJOfi2m9yaQGu7LPRcBL44KDU7r.jpg'}",120000000,Animation,Family,Adventure,Science Fiction,,10.901602,Walt Disney Pictures,Walt Disney Feature Animation,6,2,2001,6/2/2001,186053725,95,Gary Trousdale,146,21,503,Jim Varney,12000,Leonard Nimoy,72591,15237,Cree Summer,0,atlantis|crew|expedition|journal|museum,English,United States,802,6.8,0
Atonement,NA,30000000,Drama,Romance,,,,8.913338,Universal Pictures,Studio Canal,8,29,2007,8/29/2007,129266061,123,Joe Wright,316,456,286,Alfie Allen,19000,Benedict Cumberbatch,192930,20499,Brenda Blethyn,1,death of sister|dying|loss of virginity|septicemia|sex,English,United Kingdom,1000,7.8,12000
Attack the Block,NA,14350531,Action,Comedy,Science Fiction,,,9.93263,United Kingdom Film Council,Studio Canal,5,12,2011,5/12/2011,3964682,88,Joe Cornish,399,115,304,LUnited Kingdome Treadaway,1000,John Boyega,82331,2011,Jodie Whittaker,6,alien|alien invasion|apartment|creature|gang,English,United Kingdom,305,6.6,18000
August,NA,1203000,Drama,,,,,0.719147,,,4,1,2011,4/1/2011,0,108,Eldar Rapaport,10,0,43,Adrian Gonzalez,141,Murray Bartlett,1262,320,Edward Conna,1,apartment|gay parent|job interview|male pubic hair|pubic hair,English,United States,69,6.1,224
August Rush,NA,25000000,Family,Drama,Music,,,8.874048,Warner Bros.,CJ Entertainment,11,21,2007,11/21/2007,66122026,114,Kirsten Sheridan,148,59,403,Aaron Staton,49000,Robin Williams,87331,50927,Marian Seldes,0,baby|cellist|genius|prodigy|rhapsody,English,United States,702,7.5,18000
August: Osage County,NA,25000000,Comedy,Drama,,,,6.954296,Jean Doumanian Productions,Smokehouse Pictures,12,26,2013,12/26/2013,74188937,121,John Wells,322,53,8000,Meryl Streep,19000,Benedict Cumberbatch,67797,39690,Julia Roberts,3,based on play|incestuous relationship|pedophilia|secret|teenage daughter,English,United States,11000,7.3,30000
Austin Powers in Goldmember,"{'id': 1006, 'name': 'Austin Powers Collection', 'poster_path': '/9fg3fFqjr2ofmgjyWKfKgv6ZLu0.jpg', 'backdrop_path': '/3QJMI8nqQcwU5JBPy26m8TUXtTN.jpg'}",63000000,Comedy,Crime,Science Fiction,,,8.786653,New Line Cinema,"s Boy"", ",7,26,2002,7/26/2002,296655431,94,Jay Roach,194,116,481,Josh Zuckerman,645,Verne Troyer,162909,2725,Robert Wagner,2,fem bot|prison|seductive fembot|spy|time travel,English,United States,522,6.2,0
Austin Powers: International Man of Mystery,"{'id': 1006, 'name': 'Austin Powers Collection', 'poster_path': '/9fg3fFqjr2ofmgjyWKfKgv6ZLu0.jpg', 'backdrop_path': '/3QJMI8nqQcwU5JBPy26m8TUXtTN.jpg'}",16500000,Science Fiction,Comedy,Crime,,,11.749159,New Line Cinema,Capella International,5,2,1997,5/2/1997,67683989,94,Jay Roach,129,116,481,Charles Napier,8000,Will Ferrell,183425,10557,Robert Wagner,2,cartoon on tv|reference to frankenstein|reference to jimi hendrix|scene during end credits|surrealism,English,United States,503,7,0
Austin Powers: The Spy Who Shagged Me,"{'id': 1006, 'name': 'Austin Powers Collection', 'poster_path': '/9fg3fFqjr2ofmgjyWKfKgv6ZLu0.jpg', 'backdrop_path': '/3QJMI8nqQcwU5JBPy26m8TUXtTN.jpg'}",33000000,Adventure,Comedy,Crime,Science Fiction,,13.984182,New Line Cinema,"s Boy"", ",6,8,1999,6/8/1999,310940086,95,Jay Roach,199,116,481,Verne Troyer,45000,Muse Watson,181225,47203,Robert Wagner,1,penis joke|phallic image|sexy agent|spy|volcano hideout,English,United States,645,6.6,0
Australia,NA,130000000,Drama,,,,,9.566135,Bazmark Films,Ingenious Film Partners,11,18,2008,11/18/2008,49554002,165,Baz Luhrmann,245,1000,165,Bryan Brown,309,Essie Davis,102338,921,Eddie Baroo,0,australia|cattle|darwin|drover|japanese,English,Australia,284,6.6,0
Auto Focus,NA,7000000,Drama,Crime,,,,7.936578,Sony Pictures Classics,Propaganda Films,10,18,2002,10/18/2002,2062066,104,Paul Schrader,97,261,617,Michael McKean,783,Ed Begley Jr.,11387,2684,Kurt Fuller,3,friendship|photography|radio|sex addict|video,English,United States,658,6.6,357
Automata,NA,7000000,Thriller,Science Fiction,,,,13.973689,Green Moon Productions,Nu Boyana Viburno,10,9,2014,10/9/2014,0,110,Gabe Ibáñez,136,19,537,Robert Forster,1000,Birgitte Hjort Sørensen,41638,2829,Melanie Griffith,0,child hitman|dystopia|future|robot|self repair,English,Bulgaria,889,6.1,13000
Autumn in New York,NA,65000000,Drama,Romance,,,,7.420422,Lakeshore Entertainment,Metro-Goldwyn-Mayer (MGM),8,11,2000,8/11/2000,0,103,Joan Chen,101,643,586,Sam Trammell,24000,J.K. Simmons,20201,26938,Elaine Stritch,2,may december romance|new york|new york city|rockefeller center|title directed by female,English,United States,1000,5.5,0
Avatar,"{'id': 87096, 'name': 'Avatar Collection', 'poster_path': '/nslJVsO58Etqkk17oXMuVK4gNOF.jpg', 'backdrop_path': '/9s4BM48NweGFrIRE6haIul0YJ9f.jpg'}",237000000,Action,Adventure,Fantasy,Science Fiction,,185.070892,Ingenious Film Partners,Twentieth Century Fox Film Corporation,12,10,2009,12/10/2009,NA,162,James Cameron,723,0,855,Joel David Moore,1000,CCH Pounder,886204,4834,Wes Studi,0,avatar|future|marine|native|paraplegic,English,United States,936,7.9,33000
Avengers: Age of Ultron,"{'id': 86311, 'name': 'The Avengers Collection', 'poster_path': '/qJawKUQcIBha507UahUlX0keOT7.jpg', 'backdrop_path': '/zuW6fOiusv4X9nnW3paHGfXcSll.jpg'}",280000000,Action,Adventure,Science Fiction,,,37.37942,Marvel Studios,Prime Focus,4,22,2015,4/22/2015,1405403694,141,Joss Whedon,635,0,19000,Robert Downey Jr.,26000,Chris Hemsworth,462669,92000,Scarlett Johansson,4,artificial intelligence|based on comic book|captain america|marvel cinematic universe|superhero,English,United States,21000,7.5,118000
AVP: Alien vs. Predator,"{'id': 115762, 'name': 'AVP Collection', 'poster_path': '/zrApSsUX9i0qVntcCD0Pp55TdCy.jpg', 'backdrop_path': '/c5ccDw4lcTUnYGdCxc2yEl8PjTk.jpg'}",70000000,Adventure,Science Fiction,Action,,,12.636205,Impact Pictures,Studio Babelsberg,8,12,2004,8/12/2004,171183863,101,Paul W.S. Anderson,247,545,727,Colin Salmon,886,Sanaa Lathan,143628,3222,Raoul Bova,0,alien|antarctica|predator|pyramid|satellite,English,United States,766,5.6,0
Awake,NA,86000000,Thriller,Crime,Mystery,,,7.076062,The Weinstein Company,Open City Films,11,28,2007,11/28/2007,14373825,84,Joby Harold,133,8,896,Fisher Stevens,4000,Hayden Christensen,63216,6954,Denis O'Hare,0,anesthetic|anesthetic awareness|heart|heart surgery|surgery,English,United States,922,6.5,0
Away We Go,NA,17000000,Drama,Comedy,Romance,,,6.590093,Neal Street Productions,Focus Features,6,5,2009,6/5/2009,14899417,98,Sam Mendes,217,0,374,Jim Gaffigan,925,Catherine O'Hara,45992,1997,Carmen Ejogo,2,baby|children|friend|love|road trip,English,United States,472,7.1,7000
AWOL-72,NA,3000000,Thriller,,,,,1.264454,Triumphant Entertainment,,8,7,2015,8/7/2015,0,79,Christian Sesma,6,9,648,Brooke Newton,904,Bokeem Woodbine,520,4092,Brett Wagner,4,police officer|police officer taken hostage,English,United States,779,3.9,398
Ayurveda: Art of Being,NA,300000,Documentary,,,,,0.113042,Pandora FilmprodUnited Kingdomtion,Monsoon Films Private Limited,9,20,2001,9/20/2001,2074000,101,Pan Nalin,15,95,NA,NA,NA,NA,341,0,NA,0,eastern philosophy|healing|india|life,English,India,NA,7.6,379
Baahubali: The Beginning,"{'id': 350309, 'name': 'Bahubali Collection', 'poster_path': '/4YAX6AIFsU7gCCWAxoQ5ajdwSIN.jpg', 'backdrop_path': '/15RXyQFy6g2Wp7FH7Lp4RPEcxjX.jpg'}",40000000,Action,Adventure,History,War,,11.80967,Arka Media Works,,7,10,2015,7/10/2015,100000000,159,S.S. Rajamouli,44,50,72,Anushka Shetty,218,Tamannaah Bhatia,62756,554,Prabhas,1,ancient india|dual role|good versus evil|hindu|kingdom,Telugu,India,133,8.4,21000
Babe,"{'id': 9435, 'name': 'Babe Collection', 'poster_path': '/jgnah0k4AumfcZE4HHMJywYHvG6.jpg', 'backdrop_path': '/zRWuGdIlkWqXMQcs1t3sPy1XQ6x.jpg'}",30000000,Fantasy,Drama,Comedy,Family,,14.404764,Universal Pictures,Kennedy Miller Productions,7,18,1995,7/18/1995,254134910,89,Chris Noonan,79,108,204,Christine Cavanaugh,405,Miriam Margolyes,94435,1185,Roscoe Lee Browne,0,dog|farmer|pig|sheep|sheepdog,English,Australia,368,6.8,5000
Babe: Pig in the City,"{'id': 9435, 'name': 'Babe Collection', 'poster_path': '/jgnah0k4AumfcZE4HHMJywYHvG6.jpg', 'backdrop_path': '/zRWuGdIlkWqXMQcs1t3sPy1XQ6x.jpg'}",90000000,Adventure,Comedy,Drama,Family,Fantasy,6.229629,Kennedy Miller Productions,,11,25,1998,11/25/1998,69131860,92,George Miller,61,750,231,Elizabeth Daily,1000,Adam Goldberg,24868,2521,Glenne Headly,0,animal|farm|farmer|hotel|pig,English,Australia,971,5.8,964
Babel,NA,25000000,Drama,,,,,12.60853,Paramount Vantage,Media Rights Capital,9,8,2006,9/8/2006,135330182,143,Alejandro G. Iñárritu,285,0,51,Harriet Walter,11000,Brad Pitt,243799,11248,Dermot Crowley,3,american|destiny|mexican border|multiple perspectives|muslim,English,France,119,7.5,0
Baby's Day Out,NA,50000000,Action,Adventure,Comedy,Family,,12.508518,Twentieth Century Fox Film Corporation,,7,1,1994,7/1/1994,16671505,99,Patrick Read Johnson,22,32,479,Lara Flynn Boyle,1000,Joe Mantegna,33186,2949,Cynthia Nixon,1,baby|baby boy|kidnapping|kidnapping a child|taxi,English,United States,619,5.9,0
Baby Boy,NA,16000000,Crime,Drama,Romance,,,9.503157,Columbia Pictures,New Deal Productions,6,27,2001,6/27/2001,29381649,130,John Singleton,41,309,522,Snoop Dogg,939,Mo'Nique,9566,3107,Angell Conwell,2,cartoon on tv|family relationships|physical abuse|single parent|two word title,English,United States,881,6.4,1000
Baby Geniuses,NA,12000000,Science Fiction,Comedy,Family,,,7.707344,TriStar Pictures,Crystal Sky Worldwide,3,12,1999,3/12/1999,36450736,97,Bob Clark,45,84,782,Dom DeLuise,899,Kathleen Turner,19547,2936,Ruby Dee,2,baby|boy|science|scientist|toddler,English,United States,842,2.5,0
Baby Mama,NA,30000000,Comedy,,,,,10.901355,Relativity Media,Michaels-Goldwyn,4,23,2008,4/23/2008,63833449,99,Michael McCullers,145,5,966,Amy Poehler,2000,Tina Fey,34079,6930,Romany Malco,2,baby|book|cartoon on tv|female protagonist|male anorexia,English,United States,1000,6,0
Babylon A.D.,NA,70000000,Action,Adventure,Science Fiction,Thriller,,9.273808,StudioCanal,M6 Films,8,20,2008,8/20/2008,72108608,101,Mathieu Kassovitz,164,326,510,Charlotte Rampling,14000,Vin Diesel,81523,15990,David Belle,0,box office flop|convent|mercenary|new york|pregnant,English,France,844,5.6,0
Bachelorette,NA,3000000,Comedy,Romance,,,,10.893224,Gary Sanchez Productions,BCDF Pictures,8,6,2012,8/6/2012,11947954,87,Leslye Headland,156,21,416,Adam Scott,4000,Kirsten Dunst,37156,8353,Andrew Rannells,3,bachelorette party|drug use|high school|overdose|wedding dress,English,United States,3000,5.3,0
Back to the Future,"{'id': 264, 'name': 'Back to the Future Collection', 'poster_path': '/UV8VEgAxgKVnCVnZhFACmhxjE4.jpg', 'backdrop_path': '/c9C9Pg2QctyjZHRmS0P8rZg1OTA.jpg'}",19000000,Adventure,Comedy,Science Fiction,Family,,25.778509,Universal Pictures,Amblin Entertainment,7,3,1985,7/3/1985,381109762,116,Robert Zemeckis,198,0,459,Thomas F. Wilson,1000,Lea Thompson,732212,3230,J.J. Cohen,0,clock tower|delorean|future|time travel|time travel comedy,English,United States,690,8.5,39000
Back to the Future Part II,"{'id': 264, 'name': 'Back to the Future Collection', 'poster_path': '/UV8VEgAxgKVnCVnZhFACmhxjE4.jpg', 'backdrop_path': '/c9C9Pg2QctyjZHRmS0P8rZg1OTA.jpg'}",40000000,Adventure,Comedy,Family,Science Fiction,,13.689855,Universal Pictures,Amblin Entertainment,11,20,1989,11/20/1989,332000000,108,Robert Zemeckis,125,0,690,Jeffrey Weissman,1000,Lea Thompson,340085,3660,Thomas F. Wilson,0,alternate timeline|same actor playing two characters simultaneously on screen|second part|year 2015|younger version of character,English,United States,869,7.8,12000
Back to the Future Part III,"{'id': 264, 'name': 'Back to the Future Collection', 'poster_path': '/UV8VEgAxgKVnCVnZhFACmhxjE4.jpg', 'backdrop_path': '/c9C9Pg2QctyjZHRmS0P8rZg1OTA.jpg'}",40000000,Adventure,Comedy,Family,Science Fiction,,13.043999,Universal Pictures,Amblin Entertainment,5,25,1990,5/25/1990,244527583,118,Robert Zemeckis,111,0,690,Jeffrey Weissman,1000,Lea Thompson,283480,3986,Thomas F. Wilson,0,band|dog|letter|time machine|tombstone,English,United States,869,7.4,0
Bad Boys,"{'id': 14890, 'name': 'Bad Boys Collection', 'poster_path': '/tSVbihfvVTCbcm0zXKA7L8R6Y9v.jpg', 'backdrop_path': '/yUvBiiC77UY6SyKhfFyLj7DNbfh.jpg'}",19000000,Action,Comedy,Crime,Thriller,,9.262184,Columbia Pictures,Don Simpson/Jerry Bruckheimer Films,4,7,1995,4/7/1995,141407024,118,Michael Bay,63,0,244,Tchéky Karyo,10000,Will Smith,172405,11013,Theresa Randle,0,drugs|heroin|murder|police|witness,English,United States,345,6.8,0
Bad Boys,NA,0,Crime,Drama,Thriller,,,3.313524,EMI Films,,3,25,1983,3/25/1983,9190819,104,Michael Bay,63,0,244,Tchéky Karyo,10000,Will Smith,172405,11013,Theresa Randle,0,drugs|heroin|murder|police|witness,English,United States,345,6.8,0
Bad Boys II,"{'id': 14890, 'name': 'Bad Boys Collection', 'poster_path': '/tSVbihfvVTCbcm0zXKA7L8R6Y9v.jpg', 'backdrop_path': '/yUvBiiC77UY6SyKhfFyLj7DNbfh.jpg'}",130000000,Adventure,Action,Comedy,Thriller,Crime,8.191436,Columbia Pictures Corporation,Don Simpson/Jerry Bruckheimer Films,7,18,2003,7/18/2003,273339556,147,Michael Bay,94,0,877,Henry Rollins,10000,Will Smith,178126,12954,Jordi Mollà,1,cuba|dea|drugs|money|undercover,English,United States,898,6.6,0
Bad Company,NA,70000000,Action,Adventure,Comedy,Thriller,,9.540021,Jerry Bruckheimer Films,Touchstone Pictures,6,7,2002,6/7/2002,65977295,116,Joel Schumacher,128,541,384,Brooke Smith,12000,Anthony Hopkins,39659,12993,Garcelle Beauvais,2,cia|cia agent|terrorist|twin|twin brother,English,United States,405,5.6,792
Bad Grandpa,"{'id': 17178, 'name': 'Jackass Collection', 'poster_path': '/olpnvtLgoScLiCg3YHJ3f27F98f.jpg', 'backdrop_path': '/lidPLbyE1JCUacEDOzkTCncCPBL.jpg'}",15000000,Comedy,,,,,8.000867,Paramount Pictures,MTV Films,10,22,2013,10/22/2013,151831537,92,Jeff Tremaine,157,79,27,Georgina Cates,925,Jackson Nicoll,77724,1018,Grasie Mercedes,0,child beauty pageant|grandson|hidden camera|jackass|road trip,English,United States,38,6.6,26000
Bad Moms,NA,20000000,Comedy,,,,,9.362056,STX Entertainment,Huayi Brothers Pictures,7,28,2016,7/28/2016,183936074,100,Jon Lucas,81,24,851,Jay Hernandez,15000,Mila Kunis,4654,18786,Jada Pinkett Smith,9,lesbian kiss|mom|pta|reference to mad max|scene during end credits,English,United States,1000,6.7,18000
Bad Moms,NA,20000000,Comedy,,,,,9.362056,STX Entertainment,Huayi Brothers Pictures,7,28,2016,7/28/2016,183936074,100,Jon Lucas,81,24,851,Jay Hernandez,15000,Mila Kunis,4654,18786,Jada Pinkett Smith,9,lesbian kiss|mom|pta|reference to mad max|scene during end credits,English,United States,1000,6.7,18000
Bad Santa,"{'id': 423173, 'name': 'Bad Santa Collection', 'poster_path': '/2OkB4GagVy1n7M8Q94FRzsOErPE.jpg', 'backdrop_path': '/plVMZOMBsHUNNkCQEoY1rW0B5Qb.jpg'}",23000000,Drama,Comedy,Crime,,,10.930143,Columbia Pictures,Triptych Pictures,11,26,2003,11/26/2003,76488889,91,Terry Zwigoff,195,72,566,Tony Cox,1000,Bernie Mac,107815,3151,Alex Borstein,2,bartender|christmas|christmas eve|department store|drink,English,United States,624,7.1,10000
Bad Teacher,NA,20000000,Comedy,,,,,7.310686,Columbia Pictures,Mosaic Media Group,5,16,2011,5/16/2011,216197492,92,Jake Kasdan,286,52,384,John Michael Higgins,3000,Justin Timberlake,160418,5547,Phyllis Smith,0,boob job|breast enlargement|breast surgery|cheating on a test|ejaculation,English,United States,957,5.7,16000
Bad Words,NA,9500000,Comedy,,,,,5.847166,Darko Entertainment,Aggregate Film,9,6,2013,9/6/2013,7800000,88,Jason Bateman,126,0,322,Philip Baker Hall,628,Beth Grant,38459,2061,Patricia Belcher,0,directed by star|indian american|spelling|spelling bee|two word title,English,United States,497,6.7,0
Baggage Claim,NA,8500000,Comedy,,,,,5.590678,Sneak Preview Productions,,9,27,2013,9/27/2013,22456509,96,David E. Talbert,52,68,1000,Christina Milian,3000,Djimon Hounsou,7098,8097,Boris Kodjoe,9,woman wearing only a man's shirt,English,United States,1000,5,0
Bait,NA,35000000,Action,Thriller,Crime,,,3.155291,Castle Rock Entertainment,Warner Bros.,9,14,2000,9/14/2000,0,119,Kimble Rendall,145,0,174,Cariba Heine,465,Alex Russell,11482,1361,Richard Brancatisano,1,great white shark|shark|supermarket|swimming|tsunami,English,Australia,351,5.2,0
Bait,NA,30000000,Action,Horror,Thriller,,,6.498141,Pictures in Paradise,Screen Australia,9,5,2012,9/5/2012,0,93,Kimble Rendall,145,0,174,Cariba Heine,465,Alex Russell,11482,1361,Richard Brancatisano,1,great white shark|shark|supermarket|swimming|tsunami,English,Australia,351,5.2,0
Ballistic: Ecks vs. Sever,NA,70000000,Action,Adventure,Thriller,,,9.094558,Epsilon Motion Pictures,Franchise Pictures,9,20,2002,9/20/2002,19924033,91,Wych Kaosayananda,92,8,298,Sandrine Holt,349,Talisa Soto,16761,1846,Gregg Henry,1,blood splatter|camera shot from inside human body|combat|die hard scenario|fbi,English,United States,324,3.6,391
